Date,Open,High,Low,Close,Adj_close,Volume,Decayed_sentiment,Normalized_sentiment
2023-12-28,34.6800003051757800,34.8120002746582000,34.1980018615722660,34.5499992370605500,34.5499992370605500,3900000,3.0000000000000000,0.500000000000000000
2023-12-27,34.2299995422363300,35.0349998474121100,33.7500000000000000,34.8100013732910160,34.8100013732910160,5798100,3.0000000000000000,0.500000000000000000
2023-12-26,33.8600006103515600,34.1199989318847660,33.5000000000000000,33.8699989318847660,33.8699989318847660,4505900,3.0000000000000000,0.500000000000000000
2023-12-22,32.9599990844726560,34.4399986267089840,32.8800010681152340,33.7700004577636700,33.7700004577636700,9064600,3.0000000000000000,0.500000000000000000
2023-12-21,31.2500000000000000,32.1399993896484400,30.5900001525878900,32.0200004577636700,32.0200004577636700,5566100,3.0000000000000000,0.500000000000000000
2023-12-20,32.0099983215332000,32.4749984741210940,30.5599994659423830,30.6499996185302800,30.6499996185302800,7516900,3.0000000000000000,0.500000000000000000
2023-12-19,31.1900005340576170,33.0000000000000000,30.9099998474121100,32.4199981689453100,32.4199981689453100,7967200,3.0000000000000000,0.500000000000000000
2023-12-18,31.4400005340576170,32.3100013732910160,30.5200004577636720,30.5200004577636720,30.5200004577636720,7270400,3.0000000000000000,0.500000000000000000
2023-12-15,29.9300003051757800,32.5000000000000000,29.6700000762939450,31.1000003814697270,31.1000003814697270,19183200,2.0000000000000000,0.250000000000000000
2023-12-14,27.0400009155273440,30.1350002288818400,26.9400005340576170,29.8999996185302800,29.8999996185302800,16594000,3.0000000000000000,0.500000000000000000
2023-12-13,24.0400009155273440,26.0400009155273440,23.8850002288818400,25.9899997711181640,25.9899997711181640,7919100,2.9004258632642723,0.475106465816068075
2023-12-12,24.6800003051757800,24.7500000000000000,23.7999992370605470,24.0499992370605470,24.0499992370605470,5849300,2.8358300027522025,0.458957500688050625
2023-12-11,24.7500000000000000,25.3199996948242200,24.6700000762939450,24.9300003051757800,24.9300003051757800,4290700,2.7293294335267744,0.432332358381693600
2023-12-08,25.0400009155273440,25.7250003814697270,24.8700008392334000,25.0200004577636720,25.0200004577636720,5128100,1.7869386805747332,0.196734670143683300
2023-12-07,25.1599998474121100,25.2900009155273440,24.2700004577636720,24.9400005340576170,24.9400005340576170,6780000,1.0000000000000000,0E-18
2023-12-06,25.6000003814697270,25.9599990844726560,25.0400009155273440,25.1200008392334000,25.1200008392334000,4055000,2.0000000000000000,0.250000000000000000
2023-12-05,26.5000000000000000,26.5300006866455080,25.1299991607666000,25.2399997711181640,25.2399997711181640,7715800,3.1353352832366130,0.533833820809153250
2023-12-04,27.2800006866455080,27.9300003051757800,26.7649993896484400,26.8099994659423830,26.8099994659423830,4965000,3.2231301601484300,0.555782540037107500
2023-12-01,27.0000000000000000,28.0149993896484400,26.5100002288818400,27.7399997711181640,27.7399997711181640,5455100,4.0000000000000000,0.750000000000000000
2023-11-30,26.5799999237060500,27.2450008392334000,26.4400005340576170,26.8600006103515600,26.8600006103515600,4823500,3.0000000000000000,0.500000000000000000
