Date,Open,High,Low,Close,Adj_close,Volume,Decayed_sentiment,Normalized_sentiment
1980-12-12,0.5133928656578064,0.5156250000000000,0.5133928656578064,0.5133928656578064,0.4067815542221069,117258400,3.0000000000000000,0.500000000000000000
1980-12-15,0.4888392984867096,0.4888392984867096,0.4866071343421936,0.4866071343421936,0.3855581581592560,43971200,3.0000000000000000,0.500000000000000000
1980-12-16,0.4531250000000000,0.4531250000000000,0.4508928656578064,0.4508928656578064,0.3572602868080139,26432000,3.0000000000000000,0.500000000000000000
1980-12-17,0.4620535671710968,0.4642857015132904,0.4620535671710968,0.4620535671710968,0.3661033511161804,21610400,3.0000000000000000,0.500000000000000000
1980-12-18,0.4754464328289032,0.4776785671710968,0.4754464328289032,0.4754464328289032,0.3767151534557342,18362400,3.0000000000000000,0.500000000000000000
1980-12-19,0.5044642686843872,0.5066964030265808,0.5044642686843872,0.5044642686843872,0.3997070789337158,12157600,3.0000000000000000,0.500000000000000000
1980-12-22,0.5290178656578064,0.5312500000000000,0.5290178656578064,0.5290178656578064,0.4191618859767914,9340800,3.0000000000000000,0.500000000000000000
1980-12-23,0.5513392686843872,0.5535714030265808,0.5513392686843872,0.5513392686843872,0.4368479549884796,11737600,3.0000000000000000,0.500000000000000000
1980-12-24,0.5803571343421936,0.5825892686843872,0.5803571343421936,0.5803571343421936,0.4598398804664612,12000800,3.0000000000000000,0.500000000000000000
1980-12-26,0.6339285969734192,0.6361607313156128,0.6339285969734192,0.6339285969734192,0.5022867918014526,13893600,3.0000000000000000,0.500000000000000000
1980-12-29,0.6428571343421936,0.6450892686843872,0.6428571343421936,0.6428571343421936,0.5093612074851990,23290400,3.0000000000000000,0.500000000000000000
1980-12-30,0.6294642686843872,0.6294642686843872,0.6272321343421936,0.6272321343421936,0.4969809353351593,17220000,3.0000000000000000,0.500000000000000000
1980-12-31,0.6116071343421936,0.6116071343421936,0.6093750000000000,0.6093750000000000,0.4828320145606994,8937600,3.0000000000000000,0.500000000000000000
1981-01-02,0.6160714030265808,0.6205357313156128,0.6160714030265808,0.6160714030265808,0.4881376624107361,5415200,3.0000000000000000,0.500000000000000000
1981-01-05,0.6049107313156128,0.6049107313156128,0.6026785969734192,0.6026785969734192,0.4775262176990509,8932000,3.0000000000000000,0.500000000000000000
1981-01-06,0.5781250000000000,0.5781250000000000,0.5758928656578064,0.5758928656578064,0.4563027024269104,11289600,3.0000000000000000,0.500000000000000000
1981-01-07,0.5535714030265808,0.5535714030265808,0.5513392686843872,0.5513392686843872,0.4368479549884796,13921600,3.0000000000000000,0.500000000000000000
1981-01-08,0.5424107313156128,0.5424107313156128,0.5401785969734192,0.5401785969734192,0.4280048310756683,9956800,3.0000000000000000,0.500000000000000000
1981-01-09,0.5691964030265808,0.5714285969734192,0.5691964030265808,0.5691964030265808,0.4509968459606170,5376000,3.0000000000000000,0.500000000000000000
1981-01-12,0.5691964030265808,0.5691964030265808,0.5647321343421936,0.5647321343421936,0.4474597573280334,5924800,3.0000000000000000,0.500000000000000000
1981-01-13,0.5468750000000000,0.5468750000000000,0.5446428656578064,0.5446428656578064,0.4315420687198639,5762400,3.0000000000000000,0.500000000000000000
1981-01-14,0.5468750000000000,0.5491071343421936,0.5468750000000000,0.5468750000000000,0.4333106577396393,3572800,3.0000000000000000,0.500000000000000000
1981-01-15,0.5580357313156128,0.5625000000000000,0.5580357313156128,0.5580357313156128,0.4421537220478058,3516800,3.0000000000000000,0.500000000000000000
1981-01-16,0.5558035969734192,0.5558035969734192,0.5535714030265808,0.5535714030265808,0.4386165738105774,3348800,3.0000000000000000,0.500000000000000000
1981-01-19,0.5870535969734192,0.5892857313156128,0.5870535969734192,0.5870535969734192,0.4651458859443664,10393600,3.0000000000000000,0.500000000000000000
1981-01-20,0.5714285969734192,0.5714285969734192,0.5691964030265808,0.5691964030265808,0.4509968459606170,7520800,3.0000000000000000,0.500000000000000000
1981-01-21,0.5803571343421936,0.5848214030265808,0.5803571343421936,0.5803571343421936,0.4598398804664612,3976000,3.0000000000000000,0.500000000000000000
1981-01-22,0.5870535969734192,0.5915178656578064,0.5870535969734192,0.5870535969734192,0.4651458859443664,8887200,3.0000000000000000,0.500000000000000000
1981-01-23,0.5870535969734192,0.5892857313156128,0.5848214030265808,0.5848214030265808,0.4633772075176239,2805600,3.0000000000000000,0.500000000000000000
1981-01-26,0.5781250000000000,0.5781250000000000,0.5758928656578064,0.5758928656578064,0.4563027024269104,6160000,3.0000000000000000,0.500000000000000000
1981-01-27,0.5758928656578064,0.5758928656578064,0.5714285969734192,0.5714285969734192,0.4527655839920044,5924800,3.0000000000000000,0.500000000000000000
1981-01-28,0.5558035969734192,0.5558035969734192,0.5535714030265808,0.5535714030265808,0.4386165738105774,7039200,3.0000000000000000,0.500000000000000000
1981-01-29,0.5357142686843872,0.5357142686843872,0.5334821343421936,0.5334821343421936,0.4226990640163421,10976000,3.0000000000000000,0.500000000000000000
1981-01-30,0.5089285969734192,0.5089285969734192,0.5044642686843872,0.5044642686843872,0.3997070789337158,11547200,3.0000000000000000,0.500000000000000000
1981-02-02,0.4776785671710968,0.4776785671710968,0.4754464328289032,0.4754464328289032,0.3767151534557342,5941600,3.0000000000000000,0.500000000000000000
1981-02-03,0.4933035671710968,0.4955357015132904,0.4933035671710968,0.4933035671710968,0.3908639550209045,4788000,3.0000000000000000,0.500000000000000000
1981-02-04,0.5111607313156128,0.5133928656578064,0.5111607313156128,0.5111607313156128,0.4050129652023315,6966400,3.0000000000000000,0.500000000000000000
1981-02-05,0.5111607313156128,0.5156250000000000,0.5111607313156128,0.5111607313156128,0.4050129652023315,1982400,3.0000000000000000,0.500000000000000000
1981-02-06,0.5133928656578064,0.5156250000000000,0.5133928656578064,0.5133928656578064,0.4067815542221069,3466400,3.0000000000000000,0.500000000000000000
1981-02-09,0.4910714328289032,0.4910714328289032,0.4866071343421936,0.4866071343421936,0.3855581581592560,4188800,3.0000000000000000,0.500000000000000000
1981-02-10,0.4866071343421936,0.4888392984867096,0.4866071343421936,0.4866071343421936,0.3855581581592560,4586400,3.0000000000000000,0.500000000000000000
