Date,Open,High,Low,Close,Adj_close,Volume,Normalized_sentiment
,177.22999573,182.38000488,173.41999817,181.5,181.5,7867400,0.5
,200.28999329,203.5,198.33000183,201.28999329,201.28999329,3438600,0.5
,245.8500061,250.88999939,245.5,248.91999817,248.91999817,6262900,0.5
,360.0,360.5,351.0,352.79000854,352.79000854,5465400,0.5
,292.5,294.5,281.69000244,287.58999634,287.58999634,12530000,0.5
,564.25,582.0,555.59997559,572.20001221,572.20001221,19651000,0.5
,135.86999512,145.38000488,134.27000427,143.75,143.75,203119200,0.5
,23.53000069,24.80999947,23.22999954,24.48999977,24.48999977,1645100,0.5
,26.62999916,27.68000031,26.44000053,27.42000008,27.42000008,858000,0.5
,36.0,37.72000122,35.84000015,36.99000168,36.99000168,1970400,0.5
,177.8500061,180.47999573,173.52999878,174.6000061,174.6000061,7664300,0.5
,250.0,254.80000305,249.6499939,254.61000061,254.61000061,4965500,0.5
,354.57998657,354.75,343.51998901,345.89001465,345.89001465,5287500,0.5
,283.02999878,293.67999268,279.27999878,291.5100098,291.5100098,8012200,0.5
,570.63000488,573.85998535,554.2600098,564.82000732,564.82000732,14353600,0.5
,301.5866699,311.17001343,283.82333374,310.0,310.0,151565700,0.5
,143.0,146.5,141.1000061,143.88999939,143.88999939,158699100,0.5
,24.64999962,24.88999939,24.02000046,24.68000031,24.68000031,1271500,0.5
,27.27000046,28.01000023,27.04999924,27.96999931,27.96999931,611200,0.5
,37.0,37.54000092,36.79999924,36.97999954,36.97999954,1287800,0.5
,200.05999756,203.57000732,195.88000488,196.38000488,196.38000488,2698700,0.5
,257.30999756,258.45999146,251.80000305,254.47000122,254.47000122,5142600,0.5
,348.26998901,349.20001221,336.3999939,337.64001465,337.64001465,6740300,0.5
,294.39001465,298.51998901,289.54998779,297.04000854,297.04000854,7249600,0.5
,285.0,300.1333313,279.60665894,293.6000061,293.6000061,123520200,0.5
,304.7333374,317.0866699,301.07000732,306.1333313,306.1333313,86595900,0.5
,141.91000366,146.41000366,138.07000732,144.42999268,144.42999268,192734300,0.5
,24.70999908,24.87999916,24.10000038,24.75,24.75,1079900,0.5
,28.06999969,29.57999992,28.0,28.94000053,28.94000053,1271100,0.5
,201.83000183,208.61999512,201.05000305,206.55000305,206.55000305,3234500,0.5
,196.69999695,197.82000732,188.88000488,193.55999756,193.55999756,4964200,0.5
,254.28999329,255.74000549,250.75,252.5099945,252.5099945,3152100,0.5
,341.5,344.0,335.70999146,342.8500061,342.8500061,4539400,0.5
,297.12667847,298.6333313,290.5333252,294.36334229,294.36334229,69394800,0.5
,317.47665405,329.23001099,302.0,312.47000122,312.47000122,104867400,0.5
,159.97000122,161.41999817,154.75999451,160.27000427,160.27000427,234815100,0.5
,24.73999977,25.07999992,24.53000069,24.92000008,24.92000008,895700,0.5
,28.5,29.71999931,28.5,29.32999992,29.32999992,748400,0.5
,175.16000366,177.91999817,164.71000671,169.61999512,169.61999512,8716400,0.5
,204.41999817,208.02999878,203.30000305,205.97999573,205.97999573,2781000,0.5
,192.38000488,193.2599945,185.77000427,188.07000732,188.07000732,3617200,0.5
,251.38000488,253.0,248.52000427,252.94999695,252.94999695,3166300,0.5
,541.9899902,564.44000244,539.2800293,558.0200195,558.0200195,13608100,0.5
,290.1166687,297.16665649,286.22000122,288.05334473,288.05334473,82002000,0.5
,311.11999512,311.79666138,276.33334351,276.3666687,276.3666687,147109500,0.5
,162.42999268,180.67999268,161.16999817,177.8999939,177.8999939,306590600,0.5
,24.87999916,24.87999916,23.75,24.01000023,24.01000023,1048400,0.5
,36.86000061,38.70999908,36.86000061,38.02999878,38.02999878,1986000,0.5
,171.5,178.97999573,171.0,178.38000488,178.38000488,6093400,0.5
,206.11000061,206.36999512,198.41999817,199.36999512,199.36999512,3149600,0.5
,190.78999329,191.27999878,182.41000366,189.69999695,189.69999695,4592800,0.5
,292.91000366,297.45999146,287.75,296.38000488,296.38000488,6423300,0.5
,568.4899902,576.80999756,558.08001709,566.90002441,566.90002441,11788500,0.5
,273.33334351,282.66665649,267.0,278.47665405,278.47665405,79134000,0.5
,277.18667603,285.83334351,264.00332642,282.1166687,282.1166687,134789100,0.5
,38.09999847,38.43999863,37.13000107,37.95000076,37.95000076,1426600,0.5
,175.30000305,179.08999634,173.13000488,175.22999573,175.22999573,5935500,0.5
,201.07000732,205.97999573,196.5,205.19999695,205.19999695,3548100,0.5
