Date,Open,High,Low,Close,Adj_close,Volume
,263.6600036621094000,265.1300048828125000,252.7100067138672000,253.1799926757812500,253.1799926757812500,113157100
,258.3500061035156000,263.3399963378906000,257.5199890136719000,261.4400024414062500,261.4400024414062500,106494400
,254.4900054931641000,257.9700012207031000,252.9100036621093200,256.6099853515625000,256.6099853515625000,86892400
,256.7600098000000000,258.2200012207031000,251.3699951171875000,252.5399932861328000,252.5399932861328000,93249800
,251.8999938964844000,254.8000030517578000,248.5500030517578000,254.5000000000000000,254.5000000000000000,109594200
,256.4100036621094000,259.8399963378906000,247.0000000000000000,247.1399993896484400,247.1399993896484400,125097000
,253.4799957275390300,258.3399963378906000,253.0099945000000000,257.2200012207031000,257.2200012207031000,106737400
,253.7799987792968800,258.7399902000000000,251.3600006103516000,252.0800018310547000,252.0800018310547000,116416500
,251.2100067138672000,254.1300048828125000,248.3000030517578000,253.5000000000000000,253.5000000000000000,135720800
,241.2200012207031200,253.8800048828125000,240.7899932861328000,251.0500030517578000,251.0500030517578000,160829200
,234.1900024414062500,240.3000030517578000,228.1999969482422000,239.2899932861328000,239.2899932861328000,146286300
,238.5500030517578000,238.9900054931641000,233.8699951171875000,237.0099945000000000,237.0099945000000000,95328300
,242.7400054931641000,243.4400024414062500,237.4499969482422000,239.7400054931641000,239.7400054931641000,97913900
,240.2700042724609000,245.2700042724609000,239.2700042724609000,243.8399963378906500,243.8399963378906500,102980100
,241.5500030517578000,244.0800018310547000,236.9799957275390300,242.6399993896484400,242.6399993896484400,107142300
,242.9199981689453000,246.5700073242187500,239.1699981689453000,239.3699951171875000,239.3699951171875000,126436200
,233.8699951171875000,246.6600036621093200,233.6999969482422000,238.7200012207031200,238.7200012207031200,137971100
,235.7500000000000000,239.3699951171875000,233.2899932861328000,235.5800018310547000,235.5800018310547000,104099800
,233.1399993896484400,240.1900024414062500,231.8999938964844000,238.8300018310547000,238.8300018310547000,121173500
,245.1399993896484400,245.2200012207031200,236.9100036621093200,240.0800018310547000,240.0800018310547000,132353200
,249.2100067138672000,252.7500000000000000,242.7599945000000000,244.1399993896484400,244.1399993896484400,135401300
,236.6799926757812500,247.0000000000000000,234.0099945000000000,246.7200012207031200,246.7200012207031200,148549900
,236.8899993896484400,238.3300018310547000,232.1000061035156000,236.0800018310547000,236.0800018310547000,112031800
,233.7500000000000000,238.7500000000000000,232.3300018310547000,235.4499969482422000,235.4499969482422000,65125200
,242.0399932861328000,244.0099945000000000,231.3999938964844000,234.2100067138672000,234.2100067138672000,117950600
,235.0399932861328000,243.6199951171875000,233.3399963378906500,241.1999969482422000,241.1999969482422000,122288000
,234.0399932861328000,237.1000061035156000,231.0200042724609000,235.6000061035156000,235.6000061035156000,116320100
,232.0000000000000000,237.3899993896484400,226.5399932861328000,234.3000030517578000,234.3000030517578000,142532800
,239.4900054931641000,240.8800048828125000,230.9600067138672000,233.5899963378906500,233.5899963378906500,136816800
,239.2899932861328000,246.6999969482422000,236.4499969482422000,242.8399963378906500,242.8399963378906500,150354000
,235.0299987792968800,238.1399993896484400,230.7200012207031200,237.4100036621093200,237.4100036621093200,149771600
,215.6000061035156000,225.3999938964844000,211.6100006103516000,223.7100067138672000,223.7100067138672000,140447600
,210.0299987792968800,215.3800048828125000,205.6900024414062500,214.6499938964844000,214.6499938964844000,130994000
,219.7500000000000000,220.8000030517578000,206.6799926757812500,209.9799957275390300,209.9799957275390300,142110500
,223.1499938964844000,224.1499938964844000,217.6399993896484400,222.1100006103516000,222.1100006103516000,106584800
,219.9799957275390300,223.1199951171875000,215.7200012207031200,222.1799926757812500,222.1799926757812500,116900100
,223.9799957275390300,226.3200073242187500,215.0000000000000000,219.2700042724609000,219.2700042724609000,117335800
,221.1499938964844000,226.3699951171875000,218.3999938964844000,219.9600067138672000,219.9600067138672000,119281000
,212.9700012207031200,219.1999969482422000,211.4499969482422000,218.5099945000000000,218.5099945000000000,125987600
,204.0399932861328000,205.9900054931641000,197.8500061035156000,205.6600036621093200,205.6600036621093200,121661700
,196.1199951171875000,202.8000030517578000,194.0700073242187500,200.8399963378906500,200.8399963378906500,118068300
,209.2799987792968800,210.8800048828125000,194.6699981689453000,197.3600006103516000,197.3600006103516000,136448200
,210.6000061035156000,212.4100036621093200,205.7700042724609000,207.3000030517578000,207.3000030517578000,94881200
,211.3200073242187500,214.8000030517578000,204.8800048828125000,205.7599945000000000,205.7599945000000000,115112600
,215.8800048828125000,220.1000061035156000,212.1999969482422000,212.4199981689453000,212.4199981689453000,107065100
,216.5000000000000000,222.0500030517578000,214.1100006103516000,216.5200042724609000,216.5200042724609000,118231100
,210.0000000000000000,216.9799957275390300,202.5099945000000000,212.0800018310547000,212.0800018310547000,150683400
,217.0099945000000000,218.8600006103516000,210.4199981689453000,211.9900054931641000,211.9900054931641000,137734000
,225.9499969482422000,230.6100006103516000,216.7799987792968800,220.1100006103516000,220.1100006103516000,170772700
,252.6999969482422000,254.6300048828125000,242.0800018310547000,242.6799926757812500,242.6799926757812500,125147800
,250.1000061035156000,257.1799926757812500,247.0800018310547000,254.8500061035156000,254.8500061035156000,93562900
,250.0500030517578000,255.3999938964844000,248.4799957275390300,253.9199981689453000,253.9199981689453000,88917200
,258.8999938964844000,259.6000061035156000,250.2200012207031200,251.1199951171875000,251.1199951171875000,102073800
,262.9200134277344000,265.4100036621094000,256.6300048828125000,258.8699951171875000,258.8699951171875000,111508100
,266.2000122070312500,268.6000061035156000,260.8999938964844000,262.9899902000000000,262.9899902000000000,103706300
,257.7500000000000000,268.9400024414062500,257.6499938964844000,263.6199951171875000,263.6199951171875000,122656000
,255.3099975585937000,261.3599853515625000,252.0500030517578000,259.6700134277344000,259.6700134277344000,101377900
,253.9799957275390300,261.6499938964844000,250.6499938964844000,260.5299987792969000,260.5299987792969000,117947000
,260.0000000000000000,263.6000061035156000,256.2500000000000000,260.0499877929687500,260.0499877929687500,119159200
,248.1399993896484400,261.8599853515625000,247.6000061035156000,261.1600036621094000,261.1600036621094000,129721600
,248.6100006103516000,250.0200042724609000,244.4499969482422000,246.5299987792968800,246.5299987792968800,101985300
,244.8099975585937000,254.2799987792968800,242.6199951171875000,251.6000061035156000,251.6000061035156000,123810400
,250.0000000000000000,254.7700042724609000,246.3500061035156000,250.2200012207031200,250.2200012207031200,128346200
,240.0200042724609000,247.5500030517578000,238.6499938964844000,246.3800048828125000,246.3800048828125000,117058900
,244.2599945000000000,245.3300018310547000,234.5800018310547000,240.5000000000000000,240.5000000000000000,136597200
,242.9799957275390300,249.5500030517578000,241.6600036621093200,244.1199951171875000,244.1199951171875000,101993600
,243.3800048828125000,247.1000061035156000,238.3099975585937000,246.9900054931641000,246.9900054931641000,104636600
,257.3999938964844000,257.7900085449219000,244.4799957275390300,244.8800048828125000,244.8800048828125000,127524100
,257.8500061035156000,260.8599853515625000,254.2100067138672000,255.6999969482422000,255.6999969482422000,119531000
,267.0400085449219000,273.9299926757812500,262.4599914550781000,262.5899963378906000,262.5899963378906000,122514600
,264.3500061035156000,267.8500061035156000,261.2000122070312500,266.5000000000000000,266.5000000000000000,103704000
,271.1600036621094000,271.4400024414062500,263.7600098000000000,265.2799987792969000,265.2799987792969000,101543300
,277.5499877929687500,278.9800109863281000,271.0000000000000000,274.3900146484375000,274.3900146484375000,133422800
,271.3200073242187500,276.7099914550781000,270.4200134277344000,276.0400085449219000,276.0400085449219000,107709800
,270.0700073242187500,274.9800109863281000,268.1000061035156000,271.2999877929687500,271.2999877929687500,111673700
,270.7600098000000000,278.3900146484375000,266.6000061035156000,267.4800109863281000,267.4800109863281000,135999900
,264.2699890136719000,274.8500061035156000,260.6099853515625000,273.5799865722656000,273.5799865722656000,174667900
,251.2200012207031200,256.5199890136719000,246.6699981689453000,248.5000000000000000,248.5000000000000000,118367700
,245.0700073242187500,252.8099975585937000,243.2700042724609000,251.4900054931641000,251.4900054931641000,115312900
,255.1399993896484400,255.3899993896484400,245.0599975585937000,251.9199981689453000,251.9199981689453000,116959800
,245.0000000000000000,258.0000000000000000,244.8600006103516000,256.4899902000000000,256.4899902000000000,129469600
,257.2600098000000000,259.0799865722656000,242.0099945000000000,245.0099945000000000,245.0099945000000000,132272500
,255.9799957275390300,261.1799926757812500,255.0500030517578000,258.0799865722656000,258.0799865722656000,108861700
,254.1999969482422000,260.5100098000000000,250.5899963378906500,256.8999938964844000,256.8999938964844000,121988400
,238.5800018310547000,257.4800109863281000,237.7700042724609000,257.1799926757812500,257.1799926757812500,134047600
,242.5800018310547000,244.3800048828125000,235.3500061035156000,238.8200073242187500,238.8200073242187500,107673700
,231.3099975585937000,239.0000000000000000,230.3500061035156000,238.5899963378906500,238.5899963378906500,106612200
,238.6600036621093200,238.9199981689453000,228.1799926757812500,230.0399932861328000,230.0399932861328000,99777400
,229.3399963378906500,238.9799957275390300,229.2899932861328000,236.8600006103516000,236.8600006103516000,101077600
,240.2500000000000000,240.8200073242187500,229.5500030517578000,233.1900024414062500,233.1900024414062500,130597900
,221.5500030517578000,232.1300048828125000,220.5800018310547000,231.2799987792968800,231.2799987792968800,135702700
,214.1199951171875000,217.5800018310547000,212.3600006103516000,215.4900054931641000,215.4900054931641000,135813700
,226.0599975585937000,226.7400054931641000,218.8300018310547000,219.2200012207031200,219.2200012207031200,120718400
,228.0200042724609000,233.9700012207031200,225.3800048828125000,225.6000061035156000,225.6000061035156000,112484500
,238.7299957275390300,240.5000000000000000,232.6100006103516000,232.9600067138672000,232.9600067138672000,88197600
,235.6999969482422000,240.6600036621093200,233.7500000000000000,239.7599945000000000,239.7599945000000000,98595300
,241.7700042724609000,243.7899932861328000,238.0200042724609000,242.6499938964844000,242.6499938964844000,98866600
,245.3999938964844000,251.8000030517578000,243.0000000000000000,245.3399963378906500,245.3399963378906500,109498600
,250.8699951171875000,251.1000061035156000,241.8999938964844000,242.1900024414062500,242.1900024414062500,101596300
,247.4499969482422000,250.9199981689453000,245.0099945000000000,249.6999969482422000,249.6999969482422000,96642200
,251.4499969482422000,253.6499938964844000,242.7599945000000000,251.4499969482422000,251.4499969482422000,111097900
,260.9700012207031000,264.7699890136719000,253.1100006103516000,253.8600006103516000,253.8600006103516000,99242600
,252.0399932861328000,260.4899902000000000,252.0000000000000000,259.3200073242187500,259.3200073242187500,97569100
,255.5700073242187500,259.5199890136719000,250.4900054931641000,254.1100006103516000,254.1100006103516000,101752900
,266.2600098000000000,266.4700012207031000,260.2500000000000000,261.0700073242187500,261.0700073242187500,83166000
,267.4800109863281000,269.0799865722656000,263.7799987792969000,267.4299926757812500,267.4299926757812500,84582200
,259.8599853515625000,267.2500000000000000,258.2300109863281000,266.4400024414062500,266.4400024414062500,111446000
,268.3099975585937000,269.1300048828125000,255.3000030517578000,255.7100067138672000,255.7100067138672000,103697300
,263.2500000000000000,268.0400085449219000,261.7500000000000000,264.3500061035156000,264.3500061035156000,95856200
,272.3800048828125000,272.8999938964844000,265.0000000000000000,265.2799987792969000,265.2799987792969000,112757300
,255.8500061035156000,269.8500061035156000,254.1199951171875000,269.0599975585937000,269.0599975585937000,136508500
,268.0000000000000000,268.0000000000000000,255.8000030517578000,260.0199890136719000,260.0199890136719000,161050100
,279.5599975585937000,280.9299926757812500,261.2000122070312500,262.8999938964844000,262.8999938964844000,175158300
,296.0400085449219000,299.2900085449219000,289.5199890136719000,291.2600098000000000,291.2600098000000000,142355400
,290.1499938964844000,295.2600098000000000,286.0100098000000000,293.3399963378906000,293.3399963378906000,112434700
,286.6300048828125000,292.2300109863281000,283.5700073242187500,290.3800048828125000,290.3800048828125000,131569600
,277.0100098000000000,285.2999877929687500,276.3099975585937000,281.3800048828125000,281.3800048828125000,119771100
,274.5899963378906000,279.4500122070312500,270.6000061035156000,277.8999938964844000,277.8999938964844000,112681500
,276.3299865722656000,276.5199890136719000,271.4599914550781000,271.9899902000000000,271.9899902000000000,95672100
,268.6499938964844000,270.8999938964844000,266.3699951171875000,269.7900085449219000,269.7900085449219000,91972400
,276.4700012207031000,277.5199890136719000,265.1000061035156000,269.6099853515625000,269.6099853515625000,119425400
,278.4299926757812500,280.7799987792969000,273.7699890136719000,274.4299926757812500,274.4299926757812500,113602000
,278.0899963378906000,279.9700012207031000,272.8800048828125000,276.5400085449219000,276.5400085449219000,120332100
,278.8200073242187500,283.8500061035156000,277.6000061035156000,282.4800109863281000,282.4800109863281000,131530900
,276.4899902000000000,284.2500000000000000,275.1099853515625000,279.8200073242187500,279.8200073242187500,119685900
,260.6000061035156000,264.4500122070312500,259.8900146484375000,261.7699890136719000,261.7699890136719000,112267600
,258.0299987792969000,260.7399902000000000,253.6100006103516000,257.5000000000000000,257.5000000000000000,131283400
,249.6999969482422000,259.8800048828125000,248.8899993896484400,256.2399902000000000,256.2399902000000000,159770800
,243.2400054931641000,250.3899993896484400,240.8500061035156000,250.2100067138672000,250.2100067138672000,164968200
,250.0700073242187500,258.3699951171875000,240.6999969482422000,241.0500030517578000,241.0500030517578000,179990600
,259.2900085449219000,262.4500122070312500,252.8000030517578000,256.6000061035156000,256.6000061035156000,176584100
,250.7700042724609000,265.0000000000000000,248.2500000000000000,264.6099853515625000,264.6099853515625000,166875900
,275.1300048828125000,276.9899902000000000,257.7799987792969000,259.4599914550781000,259.4599914550781000,211797100
,261.5000000000000000,274.7500000000000000,261.1199951171875000,274.4500122070312500,274.4500122070312500,165611200
,258.9200134277344000,263.6000061035156000,257.2099914550781000,260.5400085449219000,260.5400085449219000,167563700
,248.3999938964844000,258.9500122070312500,247.2899932861328000,255.8999938964844000,255.8999938964844000,160171200
,260.1700134277344000,261.5700073242187500,250.5000000000000000,256.7900085449219000,256.7900085449219000,170575500
,253.5099945000000000,259.6799926757812500,251.3399963378906500,258.7099914550781000,258.7099914550781000,162384300
,247.9400024414062500,250.9700012207031200,244.5899963378906500,249.8300018310547000,249.8300018310547000,150337900
,249.0700073242187500,252.4199981689453000,242.0200042724609000,244.3999938964844000,244.3999938964844000,199882300
,224.2200012207031200,235.2299957275390300,223.0099945000000000,234.8600006103516000,234.8600006103516000,164489700
,228.0000000000000000,230.8300018310547000,223.1999969482422000,224.5700073242187500,224.5700073242187500,185710800
,216.1399993896484400,221.9100036621093200,212.5299987792968800,221.3099975585937000,221.3099975585937000,146911600
,217.8000030517578000,221.2899932861328000,214.5200042724609000,217.6100006103516000,217.6100006103516000,151143100
,210.1499938964844000,217.2500000000000000,209.7500000000000000,213.9700012207031200,213.9700012207031200,164129000
,202.5899963378906500,209.8000030517578000,199.3699951171875000,207.5200042724609000,207.5200042724609000,148029900
,199.7799987792968800,203.9499969482422000,195.1199951171875000,203.9299926757812500,203.9299926757812500,150711700
,200.1000061035156000,204.4799957275390300,197.5299987792968800,201.1600036621093200,201.1600036621093200,128818700
,184.6199951171875000,198.6000061035156000,184.5299987792968800,193.1699981689453000,193.1699981689453000,162061500
,186.5399932861328000,186.7799987792968800,180.5800018310547000,184.4700012207031200,184.4700012207031200,96870700
,182.2299957275390300,184.2200012207031200,178.2200012207031200,182.8999938964844000,182.8999938964844000,137605100
,186.1999969482422000,192.9600067138672000,185.2599945000000000,185.7700042724609000,185.7700042724609000,156952100
,180.6999969482422000,189.3200073242187500,180.1100006103515600,188.8699951171875000,188.8699951171875000,132001400
,177.1699981689453000,181.9499969482422000,176.3099975585937500,180.1399993896484400,180.1399993896484400,136024200
,174.2200012207031200,177.0599975585937500,172.4499969482422000,176.8899993896484400,176.8899993896484400,109520300
,168.4100036621093800,174.5000000000000000,167.1900024414062500,173.8600006103515600,173.8600006103515600,125473600
,165.6499938964843800,169.5200042724609400,164.3500061035156200,166.5200042724609400,166.5200042724609400,98288800
,167.6600036621093800,169.7599945068359400,164.5500030517578000,166.3500061035156200,166.3500061035156200,105592500
,176.0700073242187500,177.3800048828125000,167.2299957275390600,167.9799957275390600,167.9799957275390600,157577100
,168.6999969482422000,173.5700073242187500,166.7899932861328000,172.0800018310547000,172.0800018310547000,103889900
,172.5500030517578000,174.4299926757812500,166.6799926757812500,168.5399932861328000,168.5399932861328000,119840700
,168.9499969482422000,169.8200073242187500,166.5599975585937500,169.1499938964843800,169.1499938964843800,88965000
,173.7200012207031200,173.8000030517578000,169.1900024414062500,171.7899932861328000,171.7899932861328000,112249400
,163.9700012207031200,170.7899932861328000,163.5099945068359400,170.0599975585937500,170.0599975585937500,107440900
,162.7100067138672000,162.9499969482422000,159.6499938964843800,161.1999969482422000,161.1999969482422000,95108500
,160.0099945068359400,165.0000000000000000,159.9100036621093800,160.6100006103515600,160.6100006103515600,119728000
,161.8800048828125000,165.4900054931640600,158.9299926757812500,160.3099975585937500,160.3099975585937500,128259700
,163.1699981689453000,163.2799987792968800,158.8300018310547000,161.8300018310547000,161.8300018310547000,109015000
,160.8999938964843800,165.0000000000000000,157.3200073242187500,164.3099975585937500,164.3099975585937500,122515800
,152.6399993896484400,160.4799957275390600,152.3699951171875000,160.1900024414062500,160.1900024414062500,127015200
,160.2899932861328000,160.6699981689453000,153.1399993896484400,153.7500000000000000,153.7500000000000000,153364100
,159.8200073242187500,163.4700012207031200,158.7500000000000000,160.6699981689453000,160.6699981689453000,121999300
